"Majengo",41.20,43.75,42.50,44.50,43.60,45.00,44.00,45.00,45.00,45.00,45.00,45.00
"Mackinon",50.00,50.00,60.00,60.00,60.00,56.25,"-","-","-","-","-","-"
"Sega",45.00,42.50,45.00,44.00,45.00,"-",46.25,45.00,45.00,45.00,45.00,45.00
"Kongowea",37.60,35.75,38.00,39.50,38.80,40.50,44.00,46.50,43.25,36.40,40.00,39.86
"Hola",40.00,40.00,35.00,32.00,25.00,42.50,36.25,30.00,30.00,31.25,35.00,"-"
"Garsen","-","-","-",40.00,"-",37.50,44.00,40.00,40.00,40.00,"-","-"
"BuraTana","-",35.00,40.00,27.50,39.17,45.00,35.00,27.50,30.00,22.50,30.00,"-"
"Runyenjes",34.55,37.66,35.96,34.32,36.36,38.64,37.50,30.68,27.10,30.17,32.02,31.93
"Embu Town",34.09,36.36,32.95,35.23,36.36,40.91,39.39,31.82,31.82,30.91,31.82,32.20
"Siakago",38.10,38.10,38.10,36.36,36.36,40.91,40.91,34.09,31.82,31.82,31.82,32.32
"Mwingi",35.00,35.00,35.00,35.00,39.42,35.75,35.00,31.15,28.32,26.01,26.73,26.69
"Kalundu",35.67,35.00,35.00,35.00,35.00,37.00,35.00,35.00,31.00,30.00,28.00,
"Machakos Town",44.44,40.00,42.29,40.00,36.00,40.00,39.00,42.83,35.00,35.75,36.67,40.00
"Tawa","-","-",37.00,36.50,36.13,35.33,36.13,35.33,"-",37.50,31.75,"-"
"Tala",36.67,37.67,32.50,"-","-",35.00,35.00,37.50,38.00,35.60,35.00,"-"
"Maua","-","-","-","-","-","-",40.00,40.00,40.00,"-","-",30.00
"Kianjai","-","-","-","-","-","-","-","-",33.33,33.33,35.56,33.33
"Gakoromere","-","-","-","-","-","-","-","-",37.04,34.21,33.33,34.81
"Chuka Town","-","-",42.93,41.86,48.00,46.48,62.11,46.40,38.49,41.20,37.63,
"Kaanwa","-","-",35.00,45.03,39.05,"-","-",32.77,37.40,32.53,30.61,
"Wote",35.00,35.38,35.25,35.30,35.38,37.67,36.60,35.33,33.33,36.50,32.17,30.00
"Wajir Town","-","-","-","-",50.00,60.00,50.00,50.00,50.00,49.23,"-","-"
"Marsabit",40.00,40.00,"-","-","-",46.67,50.00,51.25,,45.00,"-","-"
"DarajaMbili",38.89,38.18,40.10,38.39,38.64,40.34,38.41,34.85,31.06,31.25,34.66,"-"
"Kibirigo",37.50,35.42,35.42,36.96,"-",41.30,"-","-","-","-","-","-"
"Nyangusu",36.36,36.36,38.05,35.71,34.66,39.13,39.13,36.96,31.88,30.43,28.26,
"Riochanda","-",34.78,36.96,36.96,41.30,37.23,"-","-","-","-","-","-"
"Nyabite","-",35.00,39.13,34.78,41.30,38.54,39.13,"-","-","-","-","-"
"Mogonga",39.09,"-",37.50,35.80,39.01,45.45,45.45,40.91,34.66,31.82,31.25,"-"
"Igare",36.82,33.70,36.52,35.81,39.73,39.77,38.87,34.09,32.96,32.84,31.54,"-"
"Kibuye",38.70,38.32,36.53,36.96,37.78,38.70,39.58,35.89,30.38,30.43,31.62,30.89
"Ahero",40.91,40.91,40.91,"-",40.91,43.94,"-","-",30.43,29.87,"-","-"
"Kiboswa",37.73,37.90,36.03,36.26,36.48,38.59,41.06,32.94,30.27,"-",30.78,
"Sondu",40.91,40.91,40.91,"-",40.91,42.42,"-","-",29.07,31.72,"-","-"
"Bondo",34.33,33.46,46.50,36.08,38.64,39.70,40.91,32.58,32.19,31.58,30.14,27.23
"Siaya",31.32,30.61,35.51,36.36,36.36,37.22,"-",33.53,32.90,31.32,28.58,27.43
"Ngiya",32.03,32.89,33.27,40.33,36.36,"-","-",31.89,27.59,29.58,29.34,27.51
"Unguja",31.59,31.20,32.65,35.64,31.13,46.54,36.36,32.37,30.52,27.96,27.25,27.35
"Kegonga","-","-","-","-","-","-","-",31.25,31.25,"-","-","-"
"Homabay",34.79,34.00,38.00,36.45,37.60,37.44,34.37,30.25,29.35,24.70,25.14,25.00
"Oyugis",34.67,35.09,38.13,40.22,43.28,39.35,35.65,27.51,25.93,26.61,30.78,
"Kehacha","-","-","-",38.00,36.00,"-","-","-",28.00,"-","-","-"
"Migori","-","-","-","-","-","-","-",24.00,28.00,28.00,"-","-"
"SokoMjinga","-",32.88,34.88,"-","-","-","-","-","-","-","-","-"
"Kabarnet",33.33,33.33,38.89,,43.33,"-","-","-","-","-","-","-"
"Kipkelion","-","-","-","-","-","-",40.91,"-","-","-","-","-"
"MuthurwaNarok",33.60,34.00,33.50,37.25,37.38,41.40,40.00,44.00,38.00,34.00,35.43,29.00
"Nakuru Town",45.71,54.00,55.63,50.00,57.27,55.00,59.00,55.71,50.00,46.00,45.00,42.50
"Kapsabet",34.78,39.13,39.13,39.13,41.30,42.93,43.48,43.48,43.48,43.48,31.52,
"Kitale",30.00,31.25,30.73,31.25,37.50,37.50,37.50,29.17,26.04,23.96,22.92,20.83
"Kapenguria",,32.00,32.88,36.00,39.53,40.00,40.00,40.00,42.67,"-","-","-"
"Eldoret",30.00,34.00,32.00,40.50,33.31,37.50,40.00,38.67,33.60,28.90,30.38,32.50
"Burn Forest",30.00,35.00,35.00,35.63,34.50,41.88,42.75,37.57,36.00,35.00,33.00,23.00
"Turbo",26.00,30.00,32.46,32.00,34.40,37.00,36.00,32.00,27.29,23.60,20.67,20.00
"Kipkaren",26.00,29.00,31.50,32.00,35.20,36.00,36.00,33.44,30.58,24.00,21.00,20.00
"Iten",35.83,38.50,39.58,40.00,45.00,50.00,50.00,45.00,40.63,34.31,27.50,25.00
"Kajiado",41.25,"-",50.00,50.00,50.00,50.00,47.00,50.00,50.00,50.00,50.00,"-"
"Bungoma Town",33.33,34.66,34.44,33.72,36.36,39.23,40.49,39.13,29.51,29.03,29.17,29.59
"Kimilili","-","-",33.84,"-",37.50,37.50,39.90,"-",21.28,20.91,21.98,22.88
"Kapsokwony",28.00,,29.25,32.65,35.98,38.30,37.87,32.99,27.79,25.26,25.00,23.24
"Bumala",32.74,30.95,34.13,38.10,42.86,41.27,39.05,25.00,24.66,32.54,"-",30.36
"Busia Town",32.38,32.14,34.92,38.10,40.03,41.91,35.72,23.81,24.83,26.59,"-",25.04
"Butere",35.23,31.35,31.13,"-","-",41.25,39.48,29.55,30.12,31.61,31.12,28.83
"Kakamega",36.45,37.06,34.61,35.61,38.64,39.27,39.49,34.46,27.30,27.50,31.07,29.31
"Mumias","-",31.47,31.30,"-","-",42.27,38.66,31.23,29.31,31.75,31.47,28.51
"Mundeta",33.33,33.33,34.92,35.71,38.10,38.10,35.71,"-",31.74,29.65,26.19,"-"
"Cheptula",33.68,34.13,36.51,38.10,36.90,37.50,35.71,"-",33.33,28.09,29.36,"-"
"Mbale",35.71,35.71,33.33,34.92,33.33,36.08,33.81,"-",27.38,28.57,24.60,"-"
"Muthurwa",50.00,40.00,45.24,48.65,50.00,44.44,45.00,47.62,45.45,45.00,42.86,42.86
"Kawangware",42.86,47.50,47.62,50.00,50.00,42.86,45.45,42.86,40.91,42.86,42.86,42.86
"Burma",50.00,45.00,50.00,45.00,45.00,40.00,45.00,45.00,42.86,45.00,45.00,45.00
"Gikomba",47.62,50.00,50.00,50.00,50.63,45.00,45.45,42.86,40.91,40.91,45.00,45.00
"Kangemi",48.89,50.00,48.89,43.64,43.64,44.44,42.35,44.44,45.45,42.86,42.86,42.86
"Korokocho",47.62,47.37,45.00,45.00,50.00,40.91,45.45,43.56,43.93,43.93,45.00,45.00
"Toi",50.00,50.00,45.00,45.45,50.00,40.00,40.91,42.86,45.00,42.86,45.00,42.86
